title,search_term,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end,search_category
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why does my king charles spaniel smell,12,why does my,smell,odeur
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why does my cavalier king charles spaniel sleep so much,21,why does my cavalier,sleep so much,laziness
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why does my cavalier king charles spaniel snore,21,why does my cavalier,snore,0
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why does my cavalier king charles spaniel smell,21,why does my cavalier,smell,odeur
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why does my cavalier king charles spaniel snore so much,21,why does my cavalier,snore so much,0
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why is my cavalier king charles spaniel so big,19,why is my cavalier,so big,0
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why is my cavalier king charles spaniel so small,19,why is my cavalier,so small,0
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why is my cavalier king charles spaniel shaking,19,why is my cavalier,shaking,0
King Charles Spaniel,king+charles+spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,Yes,king+charles+spaniel,why+does+my+king+charles+spaniel,why+does+my+king+charles+spaniel,why is my cavalier king charles spaniel drooling,19,why is my cavalier,drooling,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso bite me,12,why does my,bite me,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso bark so much,12,why does my,bark so much,noise
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso smell,12,why does my,smell,odeur
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso pant so much,12,why does my,pant so much,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso growl all the time,12,why does my,growl all the time,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso sleep so much,12,why does my,sleep so much,laziness
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso lick everything,12,why does my,lick everything,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso lick his paws,12,why does my,lick his paws,behaviour
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso shake,12,why does my,shake,0
Lhasa Apso,lhasa+apso,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso snort,12,why does my,snort,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese stare at me,12,why does my,stare at me,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese have brown spots,12,why does my,have brown spots,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese growl at me,12,why does my,growl at me,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese pant so much,12,why does my,pant so much,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese follow me everywhere,12,why does my,follow me everywhere,behaviour
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese shake so much,12,why does my,shake so much,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese chew his feet,12,why does my,chew his feet,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese snort,12,why does my,snort,0
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese keep licking his paws,12,why does my,keep licking his paws,behaviour
Maltese,maltese,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese wheeze,12,why does my,wheeze,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff pant so much,12,why does my,pant so much,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff lay on me,12,why does my,lay on me,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff shed so much,12,why does my,shed so much,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff smell so bad,12,why does my,smell so bad,odeur
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff lean on me,12,why does my,lean on me,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff sit on me,12,why does my,sit on me,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff whine,12,why does my,whine,noise
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff stink,12,why does my,stink,odeur
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff snore,12,why does my,snore,0
Mastiff,mastiff,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff get hiccups,12,why does my,get hiccups,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer shake,12,why does my,shake,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer bite,12,why does my,bite,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer puppy bite,12,why does my,bite,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer lick me,12,why does my,lick me,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer bark at everything,12,why does my,bark at everything,noise
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer snort,12,why does my,snort,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer smell so bad,12,why does my,smell so bad,odeur
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer growl,12,why does my,growl,0
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer howl,12,why does my,howl,noise
Miniature Schnauzer,miniature+schnauzer,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer sleep so much,12,why does my,sleep so much,laziness
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why does my newfoundland stink,12,why does my,stink,odeur
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why does my newfoundland pant so much,12,why does my,pant so much,0
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why does my newfoundland bark so much,12,why does my,bark so much,noise
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why does my newfoundland whine,12,why does my,whine,noise
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why is my newfoundland small,10,why is my,small,0
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why is my newfoundland aggressive,10,why is my,aggressive,0
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why does the newfoundland accent sound irish,13,why does the,accent sound irish,0
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why is my newfoundland losing hair,10,why is my,losing hair,0
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why is my newfoundland not eating,10,why is my,not eating,eating habits
Newfoundland,newfoundland,Working,/search/breeds-a-to-z/breeds/working/newfoundland/,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Large garden,Large house,Country,No,newfoundland,why+does+my+newfoundland,why+does+my+newfoundland,why is my newfoundland so hyper,10,why is my,so hyper,0
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon lick so much,12,why does my,lick so much,0
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon cough,12,why does my,cough,0
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon bark so much,12,why does my,bark so much,noise
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon shed so much,12,why does my,shed so much,0
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon shake,12,why does my,shake,0
Papillon,papillon,Toy,/search/breeds-a-to-z/breeds/toy/papillon/,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,No garden,Flat/ Apartment,Either,No,papillon,why+does+my+papillon,why+does+my+papillon,why does my papillon scratch so much,12,why does my,scratch so much,0
