title,category,link,image,details_type,details
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Exercise,Up to 1 hour per day
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Size of home,Small house
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Grooming,Every day
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Coat length,Medium
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Sheds,No
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Lifespan,Over 12 years
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Vulnerable native breed,Yes
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Town or country,Either
Soft Coated Wheaten Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/soft-coated-wheaten-terrier/,/media/1586/soft-coated-wheaten-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800500000000,Size of garden,Small/ medium garden
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Size,Small
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Exercise,Up to 1 hour per day
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Size of home,Small house
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Grooming,Every day
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Coat length,Long
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Sheds,Yes
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Lifespan,Over 10 years
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Vulnerable native breed,No
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Town or country,Either
Scottish Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Size of garden,Small/ medium garden
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Size,Small
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Exercise,Up to 1 hour per day
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Size of home,Small house
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Grooming,Every day
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Coat length,Medium
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Sheds,Yes
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Lifespan,Over 10 years
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Vulnerable native breed,No
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Town or country,Either
Shetland Sheepdog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/shetland-sheepdog/,/media/1498/shetland-sheepdog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638510000000,Size of garden,Small/ medium garden
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Size,Medium
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Exercise,More than 2 hours per day
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Size of home,Large house
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Grooming,More than once a week
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Coat length,Short
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Sheds,Yes
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Lifespan,Over 10 years
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Vulnerable native breed,No
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Town or country,Country
Siberian Husky,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Size of garden,Large garden
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Size,Medium
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Exercise,Up to 1 hour per day
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Size of home,Small house
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Grooming,Once a week
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Coat length,Short
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Sheds,Yes
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Lifespan,Over 10 years
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Vulnerable native breed,No
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Town or country,Either
Shar Pei,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Size of garden,Small/ medium garden
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Size,Medium
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Exercise,More than 2 hours per day
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Size of home,Large house
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Grooming,Once a week
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Coat length,Short
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Sheds,Yes
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Lifespan,Under 10 years
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Vulnerable native breed,No
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Town or country,Country
Sloughi,Hound,/search/breeds-a-to-z/breeds/hound/sloughi/,/media/2980/sloughi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140468410000000,Size of garden,Large garden
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Size,Medium
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Exercise,More than 2 hours per day
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Size of home,Large house
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Grooming,Once a week
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Coat length,Short
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Sheds,Yes
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Lifespan,Over 12 years
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Vulnerable native breed,No
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Town or country,Country
Saluki,Hound,/search/breeds-a-to-z/breeds/hound/saluki/,/media/2979/saluki-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140466060000000,Size of garden,Large garden
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Size,Small
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Exercise,Up to 1 hour per day
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Size of home,Flat/ Apartment
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Grooming,More than once a week
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Coat length,Medium
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Sheds,Yes
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Lifespan,Over 12 years
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Vulnerable native breed,No
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Town or country,Either
Schipperke,Utility,/search/breeds-a-to-z/breeds/utility/schipperke/,/media/1731/schipperke-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143869340000000,Size of garden,Small/ medium garden
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Size,Small
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Exercise,Up to 1 hour per day
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Size of home,Small house
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Grooming,Every day
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Coat length,Long
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Sheds,No
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Lifespan,Over 12 years
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Vulnerable native breed,No
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Town or country,Either
Tibetan Terrier,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-terrier/,/media/2661/tibetan-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143871170000000,Size of garden,Small/ medium garden
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Size,Large
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Exercise,Up to 1 hour per day
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Size of home,Large house
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Grooming,More than once a week
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Coat length,Medium
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Sheds,Yes
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Lifespan,Over 10 years
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Vulnerable native breed,No
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Town or country,Either
Tibetan Mastiff,Working,/search/breeds-a-to-z/breeds/working/tibetan-mastiff/,/media/1923/tibetan-mastiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238940000000,Size of garden,Large garden
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Size,Small
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Exercise,Up to 1 hour per day
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Size of home,Flat/ Apartment
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Grooming,More than once a week
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Coat length,Medium
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Sheds,Yes
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Lifespan,Over 12 years
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Vulnerable native breed,No
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Town or country,Either
Tibetan Spaniel,Utility,/search/breeds-a-to-z/breeds/utility/tibetan-spaniel/,/media/2981/tibetan-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870980000000,Size of garden,Small/ medium garden
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Size,Large
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Exercise,More than 2 hours per day
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Size of home,Large house
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Grooming,More than once a week
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Coat length,Short
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Sheds,Yes
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Lifespan,Over 10 years
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Vulnerable native breed,No
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Town or country,Country
Turkish Kangal Dog,Pastoral,/search/breeds-a-to-z/breeds/pastoral/turkish-kangal-dog/,/media/1507/turkish-kangal-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143773590000000,Size of garden,Large garden
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Size,Large
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Exercise,More than 2 hours per day
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Size of home,Large house
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Grooming,More than once a week
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Coat length,Medium & long
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Sheds,Yes
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Lifespan,Over 10 years
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Vulnerable native breed,No
White Swiss Shepherd Dog (Imp),Pastoral,/search/breeds-a-to-z/breeds/pastoral/white-swiss-shepherd-dog-imp/,/media/1516/white-swiss-shepherd-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143775250000000,Town or country,Either
